Type,Electrolyte,Potential [V],Period [s],A1_first [A],A1_first [A],A2_first [A],A2_first [A],Rat_first,Rat_first,A1_last [A],A1_last [A],A2_last [A],A2_last [A],Rat_last,Rat_last
,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Enode,KCl,-0.8,0.14,2.5334550377777778e-05,1.0723654953687003e-06,2.467888371111111e-05,9.529664596544062e-07,0.9742298464326247,0.006979527371984366,-1.820067628888889e-05,1.5613058325763436e-06,-1.644432962222222e-05,1.3730483012198413e-06,0.9037015403282963,0.015330602514769738
Enode,KCl,-0.8,0.15,2.6280427266666664e-05,1.331117541820564e-06,2.5612893933333334e-05,1.0931279854538643e-06,0.9748552309652377,0.007572880107411493,-1.8836306066666668e-05,1.6748695770464472e-06,-1.7425632733333332e-05,1.5973990634673642e-06,0.9249950526429744,0.00965024429837475
Enode,KCl,-0.8,0.18,2.8620153866666665e-05,9.112335196933473e-07,2.7563120533333335e-05,6.137467358659066e-07,0.963348778358247,0.01811139194259606,-2.1169612799999997e-05,1.5912667663759965e-06,-1.9822512799999998e-05,1.5345959418555038e-06,0.936347665051953,0.015547325264210559
Enode,KCl,-0.8,0.2,2.8751707844444445e-05,1.4466832314395244e-06,2.7996707844444443e-05,1.233309782764106e-06,0.9739898917469514,0.013280026278230075,-2.1451292155555558e-05,1.6919147005848098e-06,-2.0136025488888888e-05,1.4603975192321546e-06,0.9392239559399327,0.027781295524542834
Enode,KCl,-0.8,0.3,2.07817626e-05,1.0483319511934843e-06,2.8987329266666665e-05,1.9486224678029497e-06,1.3953495659645327,0.07995609846660112,-7.105271733333334e-06,1.3384837469251075e-06,-1.1090834066666667e-05,1.870486855698575e-06,1.5659183240955796,0.1053187903758911
Enode,KCl,-0.8,0.5,1.704512217777778e-05,9.924259018521825e-07,1.8499488844444444e-05,9.77162224876149e-07,1.0857585104609255,0.027656305327891737,-5.235087822222223e-06,1.6440704390034882e-06,-6.276185155555556e-06,1.6761878139073693e-06,1.2107471297694061,0.05684896665608199
Enode,KCl,-0.8,0.6,1.648954785234899e-05,8.503593658877368e-07,1.746311451901566e-05,9.765717754576732e-07,1.0588901133354935,0.00532307716225408,-4.8250654809843394e-06,8.584581829967677e-07,-5.5244321476510065e-06,9.967674149236948e-07,1.144952752029182,0.04686155738573926
Enode,KCl,-0.8,0.85,1.6023598210290828e-05,8.806865664881599e-07,1.686599821029083e-05,1.1348433357404818e-06,1.0526173183938126,0.0405222122270466,-5.140055123042506e-06,2.638397579159244e-07,-4.838058456375839e-06,1.2061906245860291e-06,0.9352948187859406,0.18905046803745823
Enode,KCl,-0.8,1.1,1.6232709440715883e-05,8.015904663908523e-07,1.6490976107382547e-05,7.22587890238736e-07,1.0161125784867957,0.009735114490383164,-5.507093892617449e-06,1.2773685347983254e-06,-4.55739389261745e-06,7.760207134518015e-07,0.8498478287175448,0.19235100547937337
Enode,KCl,-0.8,1.6,1.5756651208053688e-05,6.620960379287233e-07,1.624148454138702e-05,6.157109308473002e-07,1.030918757190596,0.0114550044780132,-7.2984067919463095e-06,6.57676371309714e-07,-4.294335458612976e-06,5.747474074555966e-07,0.5869583427362106,0.027898407847915963
Enode,KCl,-0.8,2.1,1.644186451901566e-05,7.554709155348385e-07,1.6918697852348993e-05,8.81944294041157e-07,1.0288801822078175,0.01519043513193907,-7.0304414809843406e-06,3.303029735309205e-07,-4.18133748098434e-06,6.186639990303949e-07,0.5929675758875314,0.060499549007286296
Enode,KCl,-0.5,0.101,7.865885133333333e-06,4.2165264529804774e-07,9.908351799999999e-06,1.396304222588082e-07,1.262377928148455,0.07719000858338311,-5.860315333333328e-07,3.5514407546821493e-07,-7.8180632e-06,5.876684708188561e-07,20.047151480286356,16.831234938913006
Enode,KCl,-0.5,0.102,1.2293319172259508e-05,5.676718946007863e-07,1.0727685838926174e-05,4.1542758538691844e-07,0.8729811174269414,0.020796968940616663,-8.60805749440716e-06,7.949644486577453e-07,-7.900747261073827e-06,3.4082963631798635e-07,0.920605083834296,0.046394654721833684
Enode,KCl,-0.5,0.105,8.0721482e-06,7.022668239574124e-07,1.1799414866666669e-05,6.397848707999943e-07,1.4667851575925654,0.10677660254630367,-3.7582846666666686e-07,1.6208831270194783e-07,-7.866143466666668e-06,9.234965085433529e-07,25.303787268297935,15.448131818639016
Enode,KCl,-0.5,0.11,1.2494263870246085e-05,4.26805870693357e-07,1.2021397203579419e-05,7.327341673828653e-07,0.9616008501969827,0.028291187965355544,-8.506447129753915e-06,7.963439505489301e-07,-7.90245479642058e-06,7.196393485318047e-07,0.9297779814495688,0.040124814748525015
Enode,KCl,-0.5,0.12,1.2775234608501118e-05,6.153962580121613e-07,1.2103667941834452e-05,2.791621853530251e-07,0.9483338364200801,0.031441814173490165,-8.952668724832214e-06,3.2288854331142115e-07,-8.17383505816555e-06,1.737075222073949e-07,0.9135389645261927,0.02777210172520412
Enode,KCl,-0.5,0.14,1.3230928622222223e-05,4.060642592540728e-07,1.2773961955555556e-05,6.331533561426254e-07,0.9651555143969194,0.022370986682195625,-9.073122377777777e-06,7.328781051218274e-07,-8.286341077777778e-06,9.449763612649683e-07,0.9118078454186564,0.03273206246539058
Enode,KCl,-0.5,0.15,1.316350131111111e-05,3.150776323025887e-07,1.3219134644444443e-05,2.057944505721526e-07,1.0043641749836116,0.009153086671061288,-9.466385355555556e-06,7.311904712469219e-07,-8.67960068888889e-06,8.14319755743615e-07,0.9174420688793332,0.06169251274308741
Enode,KCl,-0.5,0.18,1.4306914266666668e-05,5.31396069852139e-07,1.39691476e-05,4.626108048539635e-07,0.9768735751324695,0.034370924658268076,-1.0285959066666666e-05,8.253973791798483e-07,-9.872699066666665e-06,7.754260737854355e-07,0.9604878203149129,0.04009503831117529
Enode,KCl,-0.5,0.2,1.4653567644444445e-05,4.4038683594462697e-07,1.4311867644444444e-05,5.241233285592112e-07,0.9765630448647326,0.008056868045399445,-1.0126059022222222e-05,6.90351190790754e-07,-9.756512355555554e-06,7.084011899378213e-07,0.9633248183719484,0.010917814167344341
Enode,KCl,-0.5,0.3,9.662377577777776e-06,4.844245265365321e-07,1.4371144244444443e-05,1.0129783725305225e-06,1.4863045400918946,0.032046254410427896,-2.902296622222223e-06,5.253285243263022e-07,-4.952692422222222e-06,4.183695203670365e-07,1.7467279188493026,0.3677166838742473
Enode,KCl,-0.5,0.5,7.7140524e-06,5.829543036128333e-07,8.1829524e-06,1.3505686711181204e-07,1.0639366687170353,0.06256348570737394,-2.2041276000000004e-06,3.099176674850785e-07,-2.506122933333334e-06,7.129506300587191e-07,1.1614900722372061,0.384643949100428
Enode,KCl,-0.5,0.6,7.350773131991051e-06,3.894839987893952e-07,8.062039798657718e-06,6.887932045230222e-07,1.0955099495013616,0.03541731942030171,-2.7422655346756156e-06,4.087863265299668e-07,-2.2137732013422826e-06,2.7367830089101214e-07,0.8110865314429271,0.06084453475574038
Enode,KCl,-0.5,0.85,7.107980134228189e-06,3.969557898018949e-07,7.437796800894854e-06,7.224557783879579e-07,1.0449256297204685,0.049625465860256554,-3.879156532438478e-06,2.460296636695338e-07,-2.440695199105145e-06,2.474079638843905e-08,0.6310248978187419,0.043840017876668566
Enode,KCl,-0.5,1.1,7.81896409395973e-06,5.422515218606823e-08,7.32226409395973e-06,1.0674872987977217e-07,0.9365244441578495,0.01678198198547257,-4.268839239373603e-06,5.932194111577471e-07,-2.9297201727069362e-06,2.6232247003520226e-07,0.6919872991777805,0.07503814649844129
Enode,KCl,-0.5,1.6,8.099332572706936e-06,4.3918884781958797e-07,7.229132572706936e-06,2.8343316819725555e-07,0.8948639839154926,0.07138115854067349,-4.640150760626397e-06,5.262214022194434e-07,-3.654684760626397e-06,4.6335337335491685e-07,0.790509205650424,0.09250354825817088
Enode,KCl,-0.5,2.1,9.475435324384789e-06,2.5018782496403166e-06,8.819768657718121e-06,2.2058541761127042e-06,0.932832401044759,0.023537196347853444,-5.878724675615211e-06,2.19627110606685e-06,-5.064128008948545e-06,2.807993430571858e-06,0.8268845609073487,0.1412949450900002
Enode,KCl,0.5,0.101,-7.957271e-06,3.7990962495415194e-07,-6.0737647999999996e-06,2.8244028195577577e-07,0.7635200792679332,0.0212737873265056,1.0619531866666665e-05,3.6104403569175723e-07,1.1922831866666666e-05,3.022808724601299e-07,1.1233536387129333,0.03825539971601386
Enode,KCl,0.5,0.102,-8.982033422818791e-06,2.763867689495995e-07,-7.420389422818791e-06,7.275866445551695e-07,0.8250134485909176,0.055510261590478595,1.2074303243847877e-05,6.237436591189623e-07,1.1820003243847877e-05,5.184356413843068e-07,0.9792793105567682,0.01811290203209516
Enode,KCl,0.5,0.105,-8.131211955555555e-06,2.2594252221853316e-07,-7.972267288888889e-06,4.747765236563237e-07,0.9799015069809295,0.03213438078846208,1.0838986711111111e-05,3.909989702417611e-07,1.2050920044444445e-05,6.168225645183596e-07,1.1116065447932963,0.029584344312838243
Enode,KCl,0.5,0.11,-9.377744630872482e-06,1.3797668093884977e-06,-8.332673964205815e-06,2.911104882612192e-07,0.8980124463496756,0.09724623386555743,1.1960705369127517e-05,6.812602645001121e-07,1.1801772035794185e-05,5.117410648570545e-07,0.9880840579815452,0.05363308656820222
Enode,KCl,0.5,0.12,-9.206793959731544e-06,1.2602386917362206e-06,-8.43988462639821e-06,5.633376560023224e-07,0.9225574329792492,0.06476323690480071,1.1837626040268456e-05,7.417380534765599e-07,1.1762092706935121e-05,5.622455131466116e-07,0.9942415094932472,0.017000494476157455
Enode,KCl,0.5,0.14,-9.260146911111112e-06,9.508070988107651e-07,-8.723708911111111e-06,4.940746416812048e-07,0.9449199989895289,0.04218915227921113,1.200676308888889e-05,6.493122217307657e-07,1.1959096422222224e-05,4.3686466921315675e-07,0.9971134683698151,0.04139310359330883
Enode,KCl,0.5,0.15,-5.759848177777778e-06,2.9896483369924377e-06,-6.582391511111111e-06,5.057633887033396e-06,1.702988272431486,1.9791284825082314,1.0762565155555556e-05,6.36237393250952e-07,1.1604965155555555e-05,1.4195126029700356e-06,1.0788854308361866,0.12684815865756432
Enode,KCl,0.5,0.18,-2.8740815111111105e-06,1.1217947909190705e-06,-3.0727635111111107e-06,8.960974148748716e-07,1.0959998967214724,0.11098630169267212,5.6215818222222225e-06,7.080262084915632e-07,6.130195155555556e-06,4.3530044404378616e-07,1.0955709486230347,0.06071556772598293
Enode,KCl,0.5,0.2,-1.0871092888888882e-06,5.865990873843871e-07,-9.718759555555548e-07,1.3842678556702486e-07,1.0556094352598557,0.4658449635720019,3.879920711111112e-06,5.066230696795507e-07,4.019020711111112e-06,4.1802895495192396e-07,1.0381166327384865,0.026888871023519802
Enode,KCl,0.5,0.3,-7.514262977777777e-06,4.5945059885570265e-07,-7.510290677777777e-06,2.3719319211051086e-07,1.0026763207597276,0.08302928702539032,9.755204355555555e-06,1.9063103936410894e-07,9.707504355555557e-06,3.526662561436428e-07,0.9953096929911668,0.0386352879029261
Enode,KCl,0.5,0.5,-8.122550288888888e-06,4.4263686025515315e-07,-7.848366955555557e-06,6.170520594336929e-07,0.9666115095636506,0.061474422418728206,1.0998606044444444e-05,1.1411893825900076e-07,1.0871472711111111e-05,2.6865043455602334e-07,0.9884108350843963,0.02019783030599407
Enode,KCl,0.5,0.6,-8.337341492617448e-06,7.355376770606986e-07,-7.626059092617449e-06,4.231068417374534e-07,0.9164757512014289,0.032727582133769466,1.0883182774049216e-05,4.5551487699611645e-07,1.1065982774049219e-05,1.91983598110124e-07,1.0177269519834307,0.03624817234386289
Enode,KCl,0.5,0.85,-8.942427800894856e-06,1.198842543902301e-06,-9.284163467561522e-06,6.249543185916346e-07,1.044922541134901,0.08514622301018969,1.1287393199105146e-05,1.2072683740837807e-07,1.1374826532438478e-05,5.133466879367174e-07,1.007976068229765,0.051596655936958946
Enode,KCl,0.5,1.1,-9.187167451901566e-06,7.479000345815029e-07,-8.746096451901567e-06,1.1991757894701434e-06,0.951218566522829,0.08854202760845128,1.1483735548098432e-05,4.4708487525753556e-07,1.1388335548098433e-05,3.5607561485746804e-07,0.9919120877925859,0.011313013194801293
Enode,KCl,0.5,1.6,-8.950429449664429e-06,5.668641366338794e-07,-8.823272782997762e-06,6.62043015982127e-07,0.9859256250785234,0.04255907189931674,1.1422425883668902e-05,4.1287112016881076e-07,1.154959255033557e-05,1.372384461679194e-07,1.0117671976764797,0.02682970452091927
Enode,KCl,0.5,2.1,-8.827807742729306e-06,8.846484728899024e-07,-9.157621409395973e-06,4.317687015804021e-07,1.041315347704402,0.06434353082637749,1.1612595257270692e-05,2.2375287313465457e-07,1.1286795257270694e-05,1.8943891029209727e-07,0.9719949330939514,0.008077405159331367
Enode,KCl,0.8,0.101,-1.5295638888888888e-05,1.7065994775639778e-06,-1.1584255555555556e-05,9.331053653422687e-07,0.7596170112269531,0.04086369036508632,2.0975797777777777e-05,8.232682410462735e-07,2.4774564444444445e-05,1.4234457691812046e-06,1.180608402779902,0.02524757635659398
Enode,KCl,0.8,0.102,-1.896957413870246e-05,1.9707123727887914e-06,-1.3700520805369128e-05,8.467617995456365e-07,0.7243062032400389,0.030706284008275388,2.4668995861297538e-05,1.2123887120871685e-06,2.512592919463087e-05,1.086304957268074e-06,1.0187166909623653,0.006333513439866804
Enode,KCl,0.8,0.105,-1.543801988888889e-05,1.1422443743179288e-06,-1.5294986555555558e-05,1.5195931461229512e-06,0.9896661891932347,0.030712147299552153,2.1361893444444446e-05,7.283223022329076e-07,2.4858660111111112e-05,1.675752508908843e-06,1.162845966734378,0.03923948904073154
Enode,KCl,0.8,0.11,-1.876383400447427e-05,2.2897315039662997e-06,-1.650679067114094e-05,1.0906241370249322e-06,0.8834993050663617,0.04658244891915962,2.4755539328859058e-05,1.0184787486926602e-06,2.4743572662192396e-05,1.2752039105423472e-06,0.9992434768657068,0.011267140386196528
Enode,KCl,0.8,0.12,-1.8941536577181206e-05,1.7421664061105504e-06,-1.710174324384787e-05,1.5170591330953784e-06,0.9030509542336905,0.005364439215599361,2.479636342281879e-05,1.643009577278785e-06,2.514999675615213e-05,1.4765017802817662e-06,1.0145912866151825,0.007771625185214518
Enode,KCl,0.8,0.14,-1.894563402222222e-05,1.8184720887575427e-06,-1.7817120688888888e-05,2.128681355891588e-06,0.9392413913743681,0.028576358845982835,2.5014799311111112e-05,1.3680547890219094e-06,2.5030699311111113e-05,1.3570151349582585e-06,1.000652489423885,0.0011301448335702905
Enode,KCl,0.8,0.15,-1.7163760755555554e-05,1.8515179303275455e-06,-1.3396740755555555e-05,3.2803494294134374e-06,0.7793348798405163,0.16296978986062813,2.3403189244444445e-05,1.4393074752061823e-06,2.4257522577777775e-05,1.0506929335125894e-06,1.0374998737274346,0.030765822318477437
Enode,KCl,0.8,0.18,-7.759887933333332e-06,2.347207524771454e-06,-7.104237933333333e-06,2.9368715201012334e-06,0.8970833478687643,0.099010699413075,1.3042088733333332e-05,2.1946195712555143e-06,1.3900422066666665e-05,2.401359167662709e-06,1.0654548526442131,0.016958086274246244
Enode,KCl,0.8,0.2,-4.602538577777778e-06,2.326908198934644e-06,-3.148183577777778e-06,1.2991830600239017e-06,0.7029319733415912,0.06602947000217621,9.09860642222222e-06,9.829300874286024e-07,9.468106422222222e-06,7.426611732899466e-07,1.0427513394781267,0.031470172664112527
Enode,KCl,0.8,0.3,-1.319758111111111e-05,1.0580944243785725e-06,-1.2700874444444443e-05,3.159733863464559e-07,0.9651941526426558,0.05329164631903974,1.8686902222222225e-05,6.654084284914522e-07,1.888956888888889e-05,5.544991700892718e-07,1.0110125798302843,0.009403243364099693
Enode,KCl,0.8,0.5,-1.6356807e-05,9.743328868948664e-07,-1.6221697e-05,1.1428363155332223e-06,0.9915884292863887,0.02942719443301722,2.1694836333333333e-05,5.334599327224271e-07,2.210803633333333e-05,6.620036859868832e-07,1.0189575207573112,0.005707498030543156
Enode,KCl,0.8,0.6,-1.636384621923937e-05,1.0884561691351125e-06,-1.6566522885906042e-05,1.2381595691959903e-06,1.0120445025981435,0.012423036745539963,2.197382711409396e-05,6.586184551208944e-07,2.209306044742729e-05,8.59065315606027e-07,1.005249385155644,0.008847869082202415
Enode,KCl,0.8,0.85,-1.7314100178970917e-05,1.3667416433808476e-06,-1.7461110178970915e-05,1.3942588750270332e-06,1.008444328239973,0.000883818602820568,2.2736273154362418e-05,9.050665108026239e-07,2.2791873154362414e-05,7.549966261691317e-07,1.0026278470604537,0.007800491679751172
Enode,KCl,0.8,1.1,-1.7264169105145413e-05,1.5525039661815043e-06,-1.750655577181208e-05,1.4591876854549404e-06,1.0145103133583493,0.018953447865415873,2.3219300894854584e-05,8.759202209794653e-07,2.3449767561521255e-05,8.08933936653484e-07,1.0100253955403546,0.008038131296536374
Enode,KCl,0.8,1.6,-1.7806323579418345e-05,1.4311971396008103e-06,-1.7985133579418344e-05,1.5664258512599618e-06,1.0097236080663436,0.013484343456798598,2.3459946420581655e-05,7.809831037324843e-07,2.363477975391499e-05,9.049472229374475e-07,1.0073478884731761,0.006248358590442841
Enode,KCl,0.8,2.1,-1.7489362684563756e-05,1.330364884902634e-06,-1.787876268456376e-05,2.050751579643798e-06,1.020595537306429,0.0473659281883517,2.3729210648769575e-05,1.0129524498674776e-06,2.3689510648769576e-05,1.2074204877823967e-06,0.9981363331100132,0.01498298138799667
Enode,MgCl2,-0.8,0.101,1.4563881333333334e-05,1.2164981019290333e-06,1.7647414666666664e-05,1.4974686436061367e-06,1.2125943826860197,0.05971579046175832,-3.3728200000000007e-07,1.4180494340561964e-07,-1.2742998666666666e-05,1.222260114362025e-06,42.49622595614151,17.359115768109074
Enode,MgCl2,-0.8,0.102,2.219132796420582e-05,1.840807257905959e-06,2.023236129753915e-05,1.967683195951964e-06,0.9110370183225961,0.01292298315368214,-1.4505238702460849e-05,1.1571609068412487e-06,-1.2796568702460852e-05,1.4639972744843158e-06,0.880544148861627,0.034315873104776726
Enode,MgCl2,-0.8,0.105,1.4575571377777781e-05,9.95345161045487e-07,2.1092304711111114e-05,2.093442938067707e-06,1.4451371252247167,0.043530726566827514,-4.2893862222222217e-07,1.7750656800806454e-07,-1.264789528888889e-05,9.401052930239015e-07,32.050812389126314,9.320957276831733
Enode,MgCl2,-0.8,0.11,2.2672998836689038e-05,1.2713876312012687e-06,2.2072998836689037e-05,1.3007971850822394e-06,0.973436781242126,0.0029813077768485585,-1.4754751163310962e-05,6.807548984424958e-07,-1.3224897829977628e-05,6.974415412410982e-07,0.8962572224977704,0.020010035460788535
Enode,MgCl2,-0.8,0.12,2.3440453221476512e-05,1.682581401752782e-06,2.2939753221476512e-05,1.4553023036402875e-06,0.9790497264898715,0.01370715144528319,-1.5084030111856822e-05,8.186570760375085e-07,-1.3744910111856823e-05,7.959261666876474e-07,0.9111969948532735,0.015495120629105888
Enode,MgCl2,-0.8,0.14,2.3834883666666668e-05,1.731011276882237e-06,2.3179250333333333e-05,1.671641775411273e-06,0.972599206844754,0.01470684049349173,-1.560352633333333e-05,9.455991692604936e-07,-1.4204792999999999e-05,1.0837905510116482e-06,0.9097783013601366,0.015696068394175852
Enode,MgCl2,-0.8,0.15,2.4234083866666665e-05,9.518039678374426e-07,2.4075150533333332e-05,1.0996283794769466e-06,0.9932906087539838,0.00874982461407804,-1.6134149466666666e-05,7.812453208455673e-07,-1.4663909466666666e-05,7.717374114211999e-07,0.9087487481871165,0.004162664514554861
Enode,MgCl2,-0.8,0.18,2.5984771955555553e-05,1.8603810920924317e-06,2.5869538622222225e-05,1.234120612502652e-06,0.996693939471396,0.024308521645879308,-1.814249471111111e-05,9.700320260620997e-07,-1.6882868044444445e-05,8.003034501356539e-07,0.9309872389836249,0.026265152644107007
Enode,MgCl2,-0.8,0.2,2.628314668888889e-05,1.7412209871663477e-06,2.6171880022222222e-05,1.637555082287718e-06,0.9959435235914986,0.007757114395129819,-1.846005331111111e-05,9.889776475609667e-07,-1.6977869977777776e-05,1.2512967157658224e-06,0.9190694379187359,0.02237406599071832
Enode,MgCl2,-0.8,0.3,1.808061548888889e-05,2.2457059690884157e-06,2.7601448822222225e-05,2.7939255874564315e-06,1.5303091792641978,0.08018597435438625,-6.182457844444445e-06,7.225041143386099e-07,-8.65406451111111e-06,1.7752652805322736e-06,1.4250185840851828,0.3852087262441263
Enode,MgCl2,-0.8,0.5,1.474102391111111e-05,1.5754071489528886e-06,1.6326490577777778e-05,1.5985332302279426e-06,1.108326595786543,0.01514881656750455,-3.5019694222222224e-06,2.9401359320669635e-07,-4.213253422222222e-06,2.710127466265111e-07,1.2055632853712792,0.06732950615262603
Enode,MgCl2,-0.8,0.6,1.4334103199105146e-05,1.1887395496715196e-06,1.5573836532438478e-05,1.0121278269504683e-06,1.0875806555222212,0.022431782677180174,-3.050610134228188e-06,4.0366740118357714e-07,-3.5512888008948545e-06,6.586213536555991e-08,1.1797335451033,0.1789155446026821
Enode,MgCl2,-0.8,0.85,1.3845151722595078e-05,1.615260668386565e-06,1.4572351722595077e-05,1.2008431243001304e-06,1.055316972313651,0.041015241755836346,-4.628308277404922e-06,1.0521398427387035e-06,-2.9673249440715885e-06,4.507656735251241e-07,0.6518028553677584,0.10620570621881924
Enode,MgCl2,-0.8,1.1,1.3571795950783e-05,1.4024110903774727e-06,1.4628795950782997e-05,1.3424116874822343e-06,1.078707113677009,0.012254372543098838,-5.7798627158836695e-06,6.122610852335535e-07,-2.9426840492170025e-06,7.402021746663844e-07,0.5042765659253772,0.07228463782858288
Enode,MgCl2,-0.8,1.6,1.4304539440715884e-05,7.543654573646848e-07,1.4185339440715884e-05,1.4762067387736041e-06,0.9899597710293686,0.05099417219369058,-6.362389225950784e-06,9.521563819532723e-07,-4.065623559284117e-06,8.970562551019482e-07,0.6375463802254231,0.09916614708232632
Enode,MgCl2,-0.8,2.1,1.4255880559284116e-05,1.447739336090909e-06,1.4601580559284115e-05,1.369560441301894e-06,1.0247710126933527,0.008045361257403995,-6.204430440715884e-06,7.865766717950468e-07,-3.7407727740492177e-06,7.875478282502737e-07,0.599065936179216,0.05201085081467153
Enode,MgCl2,-0.5,0.101,6.341304333333334e-06,6.092738146518396e-07,9.397004333333334e-06,1.3646026011652877e-06,1.4776571107269854,0.07541312788170461,-1.3397789999999997e-06,2.7982505534780834e-07,-6.628697666666667e-06,9.560846069676248e-08,5.1030456619156235,1.1213035417758552
Enode,MgCl2,-0.5,0.102,1.0789567337807607e-05,6.123285965147392e-07,9.91540067114094e-06,5.674112253284438e-07,0.9192037414479289,0.025959934362925024,-7.544825995525728e-06,2.1876938364201884e-07,-6.889175662192394e-06,1.3607278596546874e-07,0.9132656539664176,0.008693809974147955
Enode,MgCl2,-0.5,0.105,6.5204150444444435e-06,8.324963153558279e-07,1.0446348377777779e-05,8.895092551157533e-07,1.610078656812535,0.12633492234761073,-1.3911449555555558e-06,1.1092969968526761e-06,-6.751590288888889e-06,4.8046144836087626e-08,11.296548517007778,13.206235288154016
Enode,MgCl2,-0.5,0.11,1.1394451297539149e-05,1.0351234871435327e-06,1.0953384630872484e-05,8.539308413170913e-07,0.9620774035357204,0.015042573565815143,-7.73865870246085e-06,4.0118408520539585e-07,-6.784982035794183e-06,2.3366506360516855e-07,0.8785856748079149,0.06122291865464259
Enode,MgCl2,-0.5,0.12,1.1318264899328861e-05,7.924746099006504e-07,1.1032164899328859e-05,5.979865168635582e-07,0.9754447347792397,0.015775507625663612,-7.643956100671141e-06,5.536305221609217e-07,-6.821410434004475e-06,5.515235546788638e-07,0.8925497026967154,0.038460632206927206
Enode,MgCl2,-0.5,0.14,1.1744875266666668e-05,1.3346160204128083e-06,1.1383275266666666e-05,1.0491019687694119e-06,0.9707045725203244,0.01976431539335828,-8.031948733333333e-06,3.1515942644592447e-07,-7.209406733333333e-06,4.831852548419263e-07,0.8969418011158562,0.026180074936804167
Enode,MgCl2,-0.5,0.15,1.1856798511111111e-05,8.805052126306778e-07,1.2190598511111113e-05,1.0296867588396967e-06,1.028030735468912,0.03314753151942605,-8.261760155555554e-06,5.1776186413835e-07,-7.657764822222222e-06,3.9524194189328384e-07,0.9274981345583977,0.026195315659537546
Enode,MgCl2,-0.5,0.18,1.31113652e-05,1.2689880102465926e-06,1.2757698533333336e-05,8.126646386935633e-07,0.975154117066951,0.03775779834603682,-9.113232466666667e-06,9.882478588021872e-08,-8.429764466666666e-06,3.58609329624566e-08,0.9250934926097907,0.012926906425456668
Enode,MgCl2,-0.5,0.2,1.2658990799999999e-05,4.7359163272119004e-07,1.2730524133333335e-05,1.04321342395034e-06,1.0048438247310658,0.05337028990855168,-9.100675533333332e-06,4.7119990105947547e-07,-8.456944633333334e-06,3.8198144007465623e-07,0.9295417121467584,0.01594500162035151
Enode,MgCl2,-0.5,0.3,8.25562651111111e-06,7.206608745500736e-07,1.3624026511111112e-05,1.336419347585411e-06,1.64929091206596,0.01855582726430982,-2.0877801555555556e-06,1.6503062769932301e-07,-3.5421334888888885e-06,1.4375716929348928e-07,1.705123558477937,0.1708915392581737
Enode,MgCl2,-0.5,0.5,6.474973911111112e-06,5.500731301077707e-07,7.154473911111112e-06,7.898784890938792e-07,1.1037001336607475,0.03949245332436609,-2.020679422222222e-06,3.715071657518938e-07,-2.175649422222222e-06,1.6129103257054469e-07,1.0928496474884308,0.14732003911292707
Enode,MgCl2,-0.5,0.6,6.359883624161073e-06,5.469943313511615e-07,6.673816957494407e-06,8.105807248931684e-07,1.047707234887362,0.04904946074628318,-2.6324730425055923e-06,2.3835201876118192e-07,-2.2152397091722593e-06,1.252179926733441e-07,0.8483559662500184,0.11934947780223684
Enode,MgCl2,-0.5,0.85,6.3561874944071585e-06,7.560644926836583e-07,6.3522208277404925e-06,6.725321562355384e-07,1.004159818270189,0.10216368106293543,-3.7487978389261746e-06,9.341692136398212e-07,-1.9527125055928412e-06,7.601054141202057e-07,0.5078437644045808,0.10105220439556586
Enode,MgCl2,-0.5,1.1,7.0892236912751674e-06,5.477357053884997e-07,6.401790357941833e-06,6.386452142938483e-07,0.9020229048684376,0.021426830524998983,-4.187979308724833e-06,3.594526737080242e-07,-3.0435729753914993e-06,5.068635471919229e-07,0.7233277019726779,0.05977350683768399
Enode,MgCl2,-0.5,1.6,7.532227114093961e-06,5.388108938612808e-07,6.3202937807606264e-06,7.533242643916499e-07,0.838074649285628,0.05828897877556959,-3.7529062192393735e-06,1.126078430700546e-06,-3.5383295525727075e-06,4.1614460582445507e-07,0.9743454500879457,0.1584309982199688
Enode,MgCl2,-0.5,2.1,8.635406107382548e-06,2.102238598179914e-06,7.963839440715882e-06,2.2098510901813913e-06,0.9177713360920569,0.03601869901796584,-5.089570559284117e-06,1.9072980577770345e-06,-4.44981389261745e-06,2.3295506933818466e-06,0.8408423041200526,0.1789151291073256
Enode,MgCl2,0.5,0.101,-6.962380911111111e-06,6.526636898494941e-07,-5.5358399111111104e-06,9.735575842736556e-07,0.8076752982443227,0.20735788166006475,9.822307755555557e-06,5.55494575118826e-07,1.0505741088888888e-05,3.3068820288033245e-07,1.0706213892531513,0.02948244904047849
Enode,MgCl2,0.5,0.102,-7.91066990380313e-06,3.3660225628981747e-07,-6.492078903803132e-06,6.811248655209208e-07,0.8192535488443853,0.05145405692509018,1.0550884429530201e-05,6.726376500858359e-07,1.0682017762863536e-05,8.128391596404447e-07,1.0120795170427235,0.025097620415371304
Enode,MgCl2,0.5,0.105,-7.462820333333333e-06,7.656881113846134e-07,-7.017770333333333e-06,3.671116561670819e-07,0.9478220714294675,0.11636384348139993,9.405318333333335e-06,4.46881492503482e-07,1.0744418333333332e-05,7.176639312395037e-07,1.1418486906419696,0.033479753975249944
